mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,68,therapist,00:10:50,"This part of you that says, ""I don't have an option to-to-to make this life better,"" it's wondering, ""Do I have the confidence to be able to make that life a reality?"" What do you think you need to increase your confidence that you can do this?",9,False,n/a,False,n/a,True,open,question,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,69,client,00:11:05,"I don't know, like, maybe- maybe actually talking to my friends and saying like- or maybe them actually being able to see this kid and go, ""Of course, of course, your- your choice makes sense. You--"" Maybe it would, you know, give them a wake-up call too if They actually, like, see it.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,70,therapist,00:11:28,"So you're thinking that, um, once your friends see you with the baby in your arms that they too will see that there's a different path for them too?",9,False,n/a,False,n/a,True,closed,question,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,71,client,00:11:36,Or at least they'll feel less pressure to be who they want me to be.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,72,therapist,00:11:44,"Mm, kind of feel like you're pulled between two worlds there.",9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,73,client,00:11:46,A little bit.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,74,therapist,00:11:48,"It's not easy to be in that world and also having that constant reminder that the baby is coming and this baby is saying, ""I want this better life,"" and you want to give the baby a better life too. Who can support you, do you think when-when you look around who's in your circle right now, who do you think can support you in moving towards path B?",9,False,n/a,True,complex,True,open,question,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,75,client,00:12:13,"Definitely my parents, um, and I probably need to, uh, go and meet some other-other people who are maybe, you know, having kids too so that I can see, like how it's done 'cause like, I only have a younger brother who's like not-not even close to that. So I don't really have anyone in my life that I know that's had kids recently. So I-I would like to meet other, you know, young moms out there who, you know, are kind of struggling with the same stuff I am.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,76,therapist,00:12:52,"And your parents are a support for you and support you from giving up the drinking, the alcohol use, that's something that they would support-",9,False,n/a,True,simple,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,77,client,00:12:59,"I don't think they realize, uh, that I'm doing it or how much I'm doing it.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,78,therapist,00:13:04,Okay.,9,False,n/a,False,n/a,False,n/a,other,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,79,client,00:13:05,"And I know that if they found out, they would be really pissed.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,80,therapist,00:13:10,That would be a concern for them as well as for you now.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,81,client,00:13:13,Yeah.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,82,therapist,00:13:15,"Yeah. Is that something that, um, maybe you and I could meet again about-and talk about having those conversations with-with the family, maybe having conversations about, you know, the folks, your-your friends that are currently in the lifestyle that you were involved with, um, and then sort of what it would look like to go down path B, is that something that you would be open to meeting with me about again?",9,True,negotiation,False,n/a,True,closed,question,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,83,client,00:13:40,"I think so, yeah, like the telling my parents and [unintelligible 00:13:45] this to my parents is probably the scariest thing.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,84,therapist,00:13:49,Mm-hmm.,9,False,n/a,False,n/a,False,n/a,other,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,85,client,00:13:50,"And having to talk to those friends, like right now I don't want to do that. It's- it puts them in a weird place.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,86,therapist,00:13:58,Kind of feels like you're climbing Mt. Everest.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,87,client,00:14:00,Yeah.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,88,therapist,00:14:00,And you don't have equipment.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,89,client,00:14:03,It feels like I have to lec- I don't wanna have to lecture them and I don't want it to be like a lecture.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,90,therapist,00:14:10,You're concerned that they're gonna kind of treat you like a child.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,91,client,00:14:13,My parents or my friends?,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,92,therapist,00:14:15,"Oh, oh, you're talking about your friends.",9,False,n/a,False,n/a,False,n/a,other,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,93,client,00:14:16,"Yeah, lecture my-- Yeah.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,94,therapist,00:14:19,You're wondering if they're gonna kind of be like children and you're gonna be like the parent saying-,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,95,client,00:14:23,"Yeah, and I don't wanna be like that.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,96,therapist,00:14:26,You just wanna be like peers talking.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,97,client,00:14:27,Yeah.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,98,therapist,00:14:28,And you want them to support you.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,99,client,00:14:30,I wanna stay friends with them. I don't want- I don't want them to just-,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,100,therapist,00:14:34,"You don't wanna lose your support group, yeah. You just wanna them to support you in being healthy, while helping them, raising the babe, and so we're just taking path B. You don't wanna lose them, just maybe the lifestyle it sounds like.",9,False,n/a,False,n/a,False,n/a,other,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,101,client,00:14:49,"Yeah, like if there's a- if there's a balance between maybe not the paths, but the worlds, if there's a balance between that-",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,102,therapist,00:14:57,Mm. You kind of wanna have the best of both worlds.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,103,client,00:15:01,Yeah.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,104,therapist,00:15:01,"I want the friends and the relationship that I get from my friends, and at the same time, I don't want the party scene that goes with that.",9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,105,client,00:15:09,"Yeah, like I-I know I just can't cut off my friends altogether.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,106,therapist,00:15:13,"Well, Nina, you know yourself best, and you know, you know, you know what your world looks like and what those, you know, like, you know the support that your friends give you and the support that you get from your family, you know that. And I-I really just wanna support you in being able to make those choices and have those conversations, and I wanna do whatever I can to support you with that. Um, and I'm just wondering if maybe we can kind of pick this up, um, in a next visit, but before we go there, I'm just wondering, is there some steps that you would be willing to kind of take or consider, uh, with-with regards to your drinking?",9,True,negotiation,True,simple,True,closed,question,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,107,client,00:15:56,"Um yeah, like I'm so close anyways, that I know I need to now. Um, and I just also, like, have I completely screwed this up, like, is it already too late?",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,108,therapist,00:16:15,"You're concerned about the health of your baby. I just would love to share with you, Nina, that every day without alcohol is a good day for your baby, and you know, starting today to have zero alcohol is a great start, and I'm wondering if that's the sort of something you'd be open to as no more alcohol at this point.",9,True,information,True,simple,True,closed,therapist_input,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,109,client,00:16:37,"Mm-hmm, I have to do.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,110,therapist,00:16:39,"Okay, sounds like this is really important to you. You want to make this happen.",9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,111,client,00:16:43,Yeah.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,112,therapist,00:16:44,Is there anything that I can support you with before we wrap up as far as giving up alcohol today?,9,True,negotiation,False,n/a,True,closed,question,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,113,client,00:16:51,I don't think so. I think just knowing that it's not too late already is enough kick in the pants to get started.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,114,therapist,00:17:00,You kind of got a reality check today.,9,False,n/a,True,complex,False,n/a,reflection,n/a
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,115,client,00:17:02,A little bit.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,34,Motivational Interviewing: Discussing Alcohol Use With a Pregnant Woman,https://www.youtube.com/watch?v=V2yXX7M8egw,reducing alcohol consumption,116,therapist,00:17:03,"You did really well talking with me today, and I thank you so much for just sharing your heart.",9,False,n/a,False,n/a,False,n/a,other,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,0,therapist,00:00:06,"Hi, Natalie. I'm Dawn.",6,True,information,False,n/a,False,n/a,therapist_input,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,1,client,00:00:08,"Hi, Dawn. Nice to meet you.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,2,therapist,00:00:09,"Nice to meet you, too. Thanks for coming in today.",6,False,n/a,False,n/a,False,n/a,other,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,3,client,00:00:12,Thanks for having me.,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,4,therapist,00:00:13,Yeah. Tell me a little bit about yourself.,6,False,n/a,False,n/a,True,open,question,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,5,client,00:00:15,"So I am, um, 28. And I moved out to Arizona about six months ago. Um, I really enjoy spending time with my family and hanging out with friends whenever I can. Work keeps me pretty busy. Um, But I'm really, um, looking to kind of make some changes to my diet and physical activity. I'm not really happy with where my weight's at right now, and, uh, so I thought it'd be good to come and talk with you about some of that stuff.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,6,therapist,00:00:44,"Yeah, you're feeling a little bit dissatisfied with your health patterns?",6,False,n/a,True,simple,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,7,client,00:00:49,"Yeah. Um, I'm really starting to notice how I feel more sluggish and just not-- My mood is shifted a lot too, which at first, I thought was because it's getting colder outside, um, but I do also think it maybe has some relation to my activity, or lack thereof, and also kind of the foods that I'm eating.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,8,therapist,00:01:10,"Okay, so you're feeling some low energy and you know, in the past, when you've been more active and eating differently, you've had more energy?",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,9,client,00:01:18,Right. Yeah. Especially during times when I'm more active is when I noticed the biggest cha-change in energy and mood.,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,10,therapist,00:01:25,"Yeah. Tell me more about that, those previous times that you've been active.",6,False,n/a,False,n/a,True,open,question,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,11,client,00:01:29,"Yeah. Um, well, I played sports in college, so that kept me pretty busy, and that was really fun, um, and I just think back now to, as much that I would cram into a 24 -hour period, and like, wonder how I did that, but I think that part of it was because I was so active physically, um, I just had way more energy throughout the day, mentally and physically to, um, you know, go to school full-time and-and still socialize with friends and do all that stuff. Um, so when I think back to like, probably like the peak of my life of when I felt my best physically, mentally it was that time.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,12,therapist,00:02:05,"You had energy, and you were like the Energizer Bunny, just keep going and going and going.",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,13,client,00:02:11,"Yeah, yeah, exactly. And now it's not so much the same. Um, like when I get home from work, I'm pretty exhausted, uh, it takes a lot for me to want to be physically active when I've spent all day staring at a computer and thinking and working. And so, um, yeah, that's probably been my biggest, uh, issue is like when work ends, going home and not really doing anything. Um, just trying to like unwind by watching Netflix or something else, right?",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,14,therapist,00:02:42,"So your days are just as full now that you're working and a career person, um, and your energy level isn't what it used to be. What-- Do you have any ideas about why that might have shifted?",6,False,n/a,True,simple,True,open,question,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,15,client,00:02:56,"Um, well, I think part of it is that when I was in college, it wasn't really an option to go, like, I had to go to practice or I had to do those things because that was, in a sense, my job that was paying for school, um, and now there's not that same commitment to other people or to scholarship money. So that definitely has shifted, um, but I-I do feel like a-an urgency to go it just doesn't seem that like the step that's missing is for me to actually go to a gym or somewhere to be more active. Like, I think I want to it's just the doing it that seems to not happen.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,16,therapist,00:03:41,"Right. So in the past, it wasn't up to you whether you had the choice to go be physically active. Now it is up to you, and-and you're looking back at the last few years and saying, I wanna do things differently.",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,17,client,00:03:52,Mm-hmm.,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,18,therapist,00:03:52,I want to be more physically active than I've been.,6,False,n/a,True,simple,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,19,client,00:03:55,"Yeah, yeah, I think so. Um, that's not to say like, I wanna go run a marathon but I do think that it would help me a lot in terms of just having a better outlook on life, um, and better energy to- if I were to pick up some type of activity.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,20,therapist,00:04:12,Great. And you've noticed a mood enhancement effect of exercise.,6,False,n/a,True,simple,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,21,client,00:04:17,Mm-hmm.,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,22,therapist,00:04:18,Tell me more about that. What do you notice specifically about your mood on the days you're physically active?,6,False,n/a,False,n/a,True,open,question,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,23,client,00:04:24,"Just, I'm-I'm just happier and more upbeat and I think that even my outlook is more positive. So like, if I'm sitting in traffic, and I haven't been physically active, I'll probably grumble about it but if I'm sitting in traffic, and I have been, it's like, I just have a different outlook on things and I already feel like I've gotten something accomplished that day. So it just kind of like helps with that ripple effect into my day of like getting more things done.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,24,therapist,00:04:51,"Yeah, you feel more accomplished and-and you feel less irritated by the small stuff.",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,25,client,00:04:56,"Mm-hmm. Yeah, exactly.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,26,therapist,00:04:58,"Great. Well, let me see if I've got this all. You came to Arizona six months ago, you're trying to figure out new rhythms and patterns for yourself. You're looking back at the past few years, and in college, you were real active because you were an athlete, and now it's more up to you about making that choice of physical activity, and you're discovering that, um, not being active has affected your energy level and your mood, and that's something you're looking for more of, both of those things, energy and-and a mood booster.",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,27,client,00:05:28,"Yeah. And then also to, um, like I mentioned, I'm not totally happy with my weight, um, and so hoping too that that would have some impact there and-and maybe help me, um, if my activity kind of gets resolved or improves, then my nutrition also, maybe would go along with it and get better.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,28,therapist,00:05:48,Yeah. Tell me more about your weight concerns. When did you start feeling dissatisfied with your body?,6,False,n/a,False,n/a,True,open,question,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,29,client,00:05:53,"Uh, probably about three, four months ago. Um, yeah, just my clothes started fitting tighter, which wasn't as comfortable, and, um, yeah, just not really super happy with my appearance, which has never really been an issue, um, in my life up until now. I've usually been pretty okay with that, and then in the last three months, I just feel, um, like I've had a lot more of a negative outlook on it.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,30,therapist,00:06:19,"Mm-hmm. Okay, so it sounds like a sort of a vicious cycle and-and maybe the lacking physical activity has made you feel less confident in yourself. I wonder if that's also a piece of this puzzle since you mentioned that's been a big difference from what was happening in the past.",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,31,client,00:06:37,"Yeah, I think- I think the activity piece and then also to like, the foods that I'm eating, I don't think are that great. So that also kind of does the same thing, I think, to my appearance or the way that I viewed myself.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,32,therapist,00:06:49,"Okay. So you had a pretty strong self-confidence, pretty strong body image all the way up until a few months ago and, um, you're hoping to kind of get back to that place where you feel good about yourself.",6,False,n/a,True,complex,False,n/a,reflection,n/a
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,33,client,00:07:01,Mm-hmm. Yeah.,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,35,"Part 1: A Non-Diet Approach with Motivational Interviewing Role Play, Engaging",https://www.youtube.com/watch?v=g7TG9J0E0eU,more exercise / increasing activity; weight loss,34,therapist,00:07:03,Great.,6,False,n/a,False,n/a,False,n/a,other,n/a
